"","X","Number","site","Unique_tree","Date","Observers","Spp","Live","Code","X.Stems","Diameters","DecayClass","Height","Cones.Brown","Cones.Green","MortalityCause1","MortalityCause2","MortalityCause3","MortalityCause4","MortalityCause5","DMR","PerDeadCrown","Easting","Northing","Age","Cored","Comments","Diameters2","Diameters3","Diameters4","Diameters5","Diameters6","Diameters7","Diameters8","Diameters9","Diameters10","Diameters102","BA_cm","BA_m2_per_ha","ENN_dist","ENN_ID","Neighbor_larger","density_2m","BA_2m","SDI_2m","density_4m","BA_4m","SDI_4m","density_6m","BA_6m","SDI_6m","LiveDead","PDC05","Delta_pdc","Diam","X","cwd_total_10_yr","cwd_normal_cum","cwd_normal_summer","cwd_peak_summer","cwd_peak_anom","vpd_normal_growing_season_avg","vpd_normal_annual_max","vpd_peak_vpd","vpd_peak_anom","avg_summer_tmax","peak_tmax","peak_winter_tmin","avg_ann_ppt","min_ann_ppt","tmean","ppt","Pndjfm","Avg_pdc","Avg_delta_pdc","Weighted_pdc","prop_died","n.died","Cluster","Swness","Slope","Elev","Tpi","Cum_cwd","Percent.Clay","Avg_depth","Pct_pimo","Pct_juos","SDI.Plot","Weighted_pimo","Weighted_juos","avg_ENN","avg_BA","avg_BA_2m","avg_BA_4m","avg_BA_6m","Dens.Plot","avg_height","avg_Diam","fdsi_anom","BA.Plot","AWC","Died","ips","rtb","ptb","pns","psf","ptm","pmb","mt","bb","Neighbor_larger_log","Diam_log","ENN_dist_log","BA_2m_log","BA_4m_log","BA_6m_log"
"15",45,3,"FC795240","FC7952403","6/7/2015","SF, JV ","PIMO","Y","",2.57142857142857,"8.1",2.8,2.14,"","",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","",8.1,22.6714285714286,17.95,13.4,NA,NA,NA,NA,NA,NA,51.50385,0.05150385,1.67154047998729,"FC79524023",10.7033988721232,2,700.76165,398.184820110363,7,3661.49905,480.556269804225,13,6016.21645,359.525303728782,"L",0,0,8.09794998233851,27,3578.82793807983,339.311673909426,226.234310150146,272.05305480957,1.20252783332915,11.84158,18.8877,23.3301,1.23520068616083,27.4480000178019,1.13523753378034,-4.07999992370605,67.591685920608,43.0758600387573,7.69000005722046,286.140014648438,30.9105300113042,40.7954545454545,-2.38636363636364,-31.2214230708106,0.24,12,"FC795",0.453777,15.4549,2159.600098,12.6445,283.417999,10.4,15.2,0.0339116903781355,0.937517549606889,1709.44,-56.1972280189446,-25.5284577336814,2.37937108534505,1353.55502173913,593.179618478261,2752.25675869565,6161.74316304348,46,2.31152173913043,35.0483973747028,-1.58871686926396,6.2264531,17.8621971573905,"N","N","N","N","N","N","N","N","N","N",2.37056134262757,2.09161094104588,0.513745644345638,6.55218208503678,8.20563065016269,8.70221550621115
"16",47,9,"SPR1575","SPR15759","8/11/2015","JV, EK, SF","PIMO","Y","",1,"8.3",1,1.93,"0","0","PTB","PNS",NA,NA,NA,0,0,NA,NA,1,"","",8.3,15.5333333333333,10.3,6.4,NA,NA,NA,NA,NA,NA,54.07865,0.05407865,2.49132729656587,"SPR15758",4.14588474379445,0,0,NA,1,224.20385,34.7850119943037,3,543.6753,39.0984965583376,"L",0,0,8.29789936461848,61,3746.88712406158,362.512110829353,244.306900024414,299.677253723145,1.22664261096677,12.19572,19.2666,22.6433,1.17526185211714,27.6386665980021,1.13464231348333,-3.72000002861023,70.4672195536852,52.0953993096352,8.02000045776367,309.529998779297,35.9636059501807,27.0175438596491,-11.5763157894737,-167.260360946398,0,0,"SPR1575",0.984669,20.2258,2150.780029,-34.2397,284.381989,10,21.2,0.466359767769288,0.525683008241976,632.13,-123.990760714599,-226.756061265121,1.77936060597029,626.006237719298,528.560331578947,1841.03805175439,4488.80862192982,57,5.23631578947368,25.4715409111728,-1.92908142720123,3.568335555,18.048495786607,"N","N","N","Y","Y","N","N","N","N","N",1.42211621425295,2.11600239417004,0.912815619285157,-4.60517018598809,5.41260028393076,6.29837058681745
"17",48,22,"FC791","FC79122","6/3/2015","JV, EK ","PIMO","Y","",5,"8.7",1,1.71,"","",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","",8.7,18.7,19.8,22.3,19.4,NA,NA,NA,NA,NA,59.41665,0.05941665,2.7571807548288,"FC79123",1.294887039239,0,0,NA,1,76.93785,14.7444468360026,4,1877.72785,111.89627441297,"L",5,5,8.6977981291784,21,3736.10775184631,354.576855733991,232.595008850098,280.069923400879,1.20410977340179,11.74268,18.685,23.0403,1.23309071447685,27.1686666488647,1.13733956906647,-3.96000003814697,68.5274217549205,43.5940203924179,7.61999988555908,289.130004882812,31.2065246308565,25.4814814814815,-14.0925925925926,-201.124974037032,0.0161290322580645,1,"FC791",0.753962,3.07639,2213.649902,37.958698,276.704987,15.5,15.6,0.424135259422173,0.536026691992402,800.24,-137.242916973901,-367.218322401174,2.05273961602171,692.405165945283,217.722457269811,1777.11355255283,3972.81970142453,53,3.63471698113208,24.591813236064,-1.5774787050204,3.66984737951,19.4511327020671,"N","N","N","N","N","N","N","N","N","N",0.258423462960011,2.16306990502803,1.01420869203576,-4.60517018598809,4.34312791967363,7.53782306003527
"18",49,19,"FC791240","FC79124019","6/3/2015","SF, EK ","PIMO","Y","",2.66666666666667,"9.1",1,1.83,"0","0",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","",9.1,32.1,25.1,NA,NA,NA,NA,NA,NA,NA,65.00585,0.06500585,1.6478914591628,"FC79124021",34.5640623113151,2,3966.20465,1600.33368161529,3,6129.8609,614.697811604439,5,6730.3859,325.737101451919,"L",0,0,9.09769689373833,23,3641.62691020966,345.601112157106,229.247905731201,277.739273071289,1.21152370917161,11.74268,18.685,23.0403,1.23309071447685,27.1686666488647,1.13733956906647,-3.96000003814697,68.5274217549205,43.5940203924179,7.61999988555908,289.130004882812,31.2065246308565,30.78125,-11.5625,-150.694579525663,0,0,"FC791",0.984857,7.32285,2207.879883,32,280.498993,13.5,20.33333333,0.242295569237804,0.733435678006239,612.31,-142.335393416595,-159.05376563473,2.56501867587949,1232.88469375,267.775765625,2148.88353125,4262.6611265625,32,3.184375,33.8808218786656,-1.5774787050204,3.94533102,18.9282622848471,"N","N","N","N","N","N","N","N","N","N",3.54281448075831,2.2080212928903,0.499496567159778,8.28556743015677,8.72092896834959,8.81438924706014
"19",50,41,"DIA333240","DIA33324041","6/28/2015","JV, EK","PIMO","Y","",2.5,"9.2",1.33333333333333,1.76,"","",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","",9.2,14.1,8.2,NA,NA,NA,NA,NA,NA,NA,66.4424,0.0664424,2.22795040587726,"DIA33324059",0.700496219281664,0,0,NA,2,577.45615,85.2262790054646,4,1328.12025,84.7468255699551,"L",0,0,9.19767158487831,19,3263.4839849472,317.75053691864,228.41773223877,281.106597900391,1.230668893983,12.17588,19.2661,23.2374,1.20612889998495,27.7203333536784,1.13779298802487,-4.84999990463257,72.8192601479988,51.5035800557136,7.67999982833862,306.829986572266,34.8268713875532,29.2727272727273,-18.4545454545455,-234.21802253822,0.0483870967741935,3,"DIA333",0.87386,9.8809,2037.27002,5.01648,243.815002,12.5,18,0.847219036697248,0.143162270642202,697.6,-230.860987873578,-277.027420587894,2.21348207561386,467.559077678571,270.229880285714,1035.35254189286,2517.68572121429,56,5.03410714285714,22.3767079672711,-1.20188016961647,2.618430835,19.4349446232401,"N","N","N","N","N","N","N","N","N","N",-0.355966310390712,2.21895036342249,0.801082062336708,-4.60517018598809,6.35864982595942,7.19152740504614
"20",51,12,"DIA248","DIA24812","6/24/2015","SF, JV","PIMO","Y","",2,"10.1",2,2.95,"50","0",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","",10.1,33.6,NA,NA,NA,NA,NA,NA,NA,NA,80.07785,0.08007785,1.80990270422944,"DIA24813",4.11969414763259,1,329.89625,189.696332647414,2,408.39625,64.5427732408219,5,4145.35735,220.779446145408,"L",0,0,10.0974438051381,13,2560.06954860687,249.046794652939,186.630142211914,240.742359161377,1.28994360883045,10.79456,17.3007,21.3926,1.23651644153127,25.6656666437785,1.14666806491503,-4.40999984741211,96.9716121385574,74.4321597480774,6.84999990463257,407.160003662109,48.9039747630755,28.1578947368421,-11.8421052631579,-191.13453956828,0.0909090909090909,2,"DIA248",0.330608,34.889301,2347.48999,-16.5371,51.8876,12.2,30.2,0.47126521037971,0,272.84,-56.1139728663238,NA,3.15464736529361,863.669650501253,206.043907894737,824.375285213033,1774.14770989975,19,4.05631578947368,29.7415692564168,-1.03168054144551,1.64107233595238,7.10571691871941,"N","N","N","N","N","N","N","N","N","N",1.4157789245943,2.31228230321471,0.593273089263536,5.79880852318997,6.01226238979731,8.32974668849166
"21",53,18,"FC795240","FC79524018","6/7/2015","SF, JV ","PIMO","Y","",2.57142857142857,"12.2",2.8,2.1,"","",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","",12.2,22.6714285714286,17.95,13.4,NA,NA,NA,NA,NA,NA,116.8394,0.1168394,3.21898245971024,"FC7952402",1.27949475947326,0,0,NA,4,574.28245,97.2985111389276,10,4560.99915,273.34694339521,"L",0,0,12.1969123190778,27,3578.82793807983,339.311673909426,226.234310150146,272.05305480957,1.20252783332915,11.84158,18.8877,23.3301,1.23520068616083,27.4480000178019,1.13523753378034,-4.07999992370605,67.591685920608,43.0758600387573,7.69000005722046,286.140014648438,30.9105300113042,40.7954545454545,-2.38636363636364,-31.2214230708106,0.24,12,"FC795",0.453777,15.4549,2159.600098,12.6445,283.417999,10.4,15.2,0.0339116903781355,0.937517549606889,1709.44,-56.1972280189446,-25.5284577336814,2.37937108534505,1353.55502173913,593.179618478261,2752.25675869565,6161.74316304348,46,2.31152173913043,35.0483973747028,-1.58871686926396,6.2264531,17.8621971573905,"N","N","N","N","N","N","N","N","N","N",0.246465280847896,2.5011828311067,1.16906530331464,-4.60517018598809,6.35313876134469,8.42529918284869
"22",54,6,"SHO446","SHO4466","6/14/2015","SF, EK ","PIMO","Y","",4,"13.4",1.28571428571429,3.75,"1","","PTB",NA,NA,NA,NA,0,0,NA,NA,1,"","",13.4,14.9,11.8,11.4,NA,NA,NA,NA,NA,NA,140.9546,0.1409546,3.99192802833837,"SHO4467",1.21987079527734,0,0,NA,1,171.9464,28.1127965558992,3,843.69445,55.6305871196994,"L",0,0,13.3966086127575,57,3289.06179141998,322.535756260157,228.507526397705,289.606109619141,1.26738105385245,11.3314,17.971,21.9434,1.22104501697179,25.2053333918254,1.16959371589972,-2.85999989509583,101.633274564861,77.1753605837822,7.69000005722046,410.339996337891,54.0821882712205,40,-20.2020833333333,-226.715707071672,0.193548387096774,6,"SHO446",-0.621055,33.3186,2179.820068,11.0745,289.290985,8.8,28.75,1,0,77.03,-226.715707071672,NA,2.71083058976906,643.392756666667,129.206981666667,452.177384761905,1895.43059333333,21,3.02047619047619,23.3010872768047,-1.36283228408261,1.351224789,16.1355231934731,"N","N","N","Y","N","N","N","N","N","N",0.198744947626404,2.59500158632436,1.38427432931334,-4.60517018598809,5.14724095630775,6.7378022555443
"23",55,2,"FC795240","FC7952402","6/7/2015","SF, JV ","PIMO","Y","",2.57142857142857,"13.8",2.8,2.39,"","",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","",13.8,22.6714285714286,17.95,13.4,NA,NA,NA,NA,NA,NA,149.4954,0.1494954,1.70201749760599,"FC7952403",0.344517958412098,1,51.50385,42.7378276329257,6,2888.0464,385.319344242295,12,6144.8073,359.943852055049,"L",0,0,13.7965073773175,27,3578.82793807983,339.311673909426,226.234310150146,272.05305480957,1.20252783332915,11.84158,18.8877,23.3301,1.23520068616083,27.4480000178019,1.13523753378034,-4.07999992370605,67.591685920608,43.0758600387573,7.69000005722046,286.140014648438,30.9105300113042,40.7954545454545,-2.38636363636364,-31.2214230708106,0.24,12,"FC795",0.453777,15.4549,2159.600098,12.6445,283.417999,10.4,15.2,0.0339116903781355,0.937517549606889,1709.44,-56.1972280189446,-25.5284577336814,2.37937108534505,1353.55502173913,593.179618478261,2752.25675869565,6161.74316304348,46,2.31152173913043,35.0483973747028,-1.58871686926396,6.2264531,17.8621971573905,"N","N","N","N","N","N","N","N","N","N",-1.06560906096953,2.62441547153065,0.531814310712903,3.94185070355279,7.9683390289079,8.72336429006913
"24",57,13,"DIA248","DIA24813","6/24/2015","SF, JV","PIMO","Y","",2,"20.5",2,4.01,"0","0",NA,NA,NA,NA,NA,0,0,NA,NA,1,"","",20.5,33.6,NA,NA,NA,NA,NA,NA,NA,NA,329.89625,0.32989625,1.80990270422944,"DIA24812",0.242736466389054,1,80.07785,60.901752889878,2,158.57785,30.2098902671445,4,3802.2731,197.110691298663,"L",0,0,20.4948116836962,13,2560.06954860687,249.046794652939,186.630142211914,240.742359161377,1.28994360883045,10.79456,17.3007,21.3926,1.23651644153127,25.6656666437785,1.14666806491503,-4.40999984741211,96.9716121385574,74.4321597480774,6.84999990463257,407.160003662109,48.9039747630755,28.1578947368421,-11.8421052631579,-191.13453956828,0.0909090909090909,2,"DIA248",0.330608,34.889301,2347.48999,-16.5371,51.8876,12.2,30.2,0.47126521037971,0,272.84,-56.1139728663238,NA,3.15464736529361,863.669650501253,206.043907894737,824.375285213033,1774.14770989975,19,4.05631578947368,29.7415692564168,-1.03168054144551,1.64107233595238,7.10571691871941,"N","N","N","N","N","N","N","N","N","N",-1.4157789245943,3.02017176551185,0.593273089263536,4.38312415717566,5.06630869844781,8.24335698108641
